host_response_rate,host_acceptance_rate,host_neighbourhood,host_total_listings_count,host_has_profile_pic,host_identity_verified,host_is_superhost
1.00,0.98,Wicker Park,1.00,t,t,t
1.00,0.90,Wicker Park,11.00,t,t,t
1.00,1.00,Loop,5.00,t,t,f
N/A,N/A,West Town/Noble Square,2.00,t,f,t
1.00,1.00,Wicker Park,1.00,t,t,t
1.00,0.72,Portage Park,16.00,t,t,t
0.00,0.99,Streeterville,7.00,t,t,f
1.00,1.00,West Town/Noble Square,1.00,t,f,t
1.00,0.79,Beverly Heights,71.00,t,t,f
1.00,1.00,Lake View East,1.00,t,t,f
N/A,N/A,,4.00,t,f,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.96,West Town,2.00,t,t,t
1.00,0.96,West Town,2.00,t,t,t
1.00,1.00,Arcadia Terrace,3.00,t,t,f
0.97,0.99,Ravenswood,4.00,t,t,t
1.00,0.96,Old Town Triangle,3.00,t,f,t
1.00,0.53,Loop,97.00,t,t,t
1.00,0.98,South San Antonio,6.00,t,t,t
0.95,0.91,Bucktown,70.00,t,t,f
1.00,1.00,,2.00,t,f,t
1.00,0.96,Old Town,3.00,t,t,f
0.50,0.50,South Shore,1.00,t,f,f
0.46,0.56,Logan Square,3.00,t,t,f
N/A,N/A,Logan Square,1.00,t,f,t
1.00,0.79,Wicker Park,1.00,t,f,t
1.00,1.00,Ukrainian Village,1.00,t,f,t
N/A,N/A,Garfield Park,0.00,t,t,f
0.09,0.42,Bronzeville,1.00,t,t,f
1.00,0.88,West Town,7.00,t,t,f
1.00,0.88,West Town,7.00,t,t,f
1.00,0.88,West Town,7.00,t,t,f
1.00,0.88,West Town,7.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.74,Logan Square,7.00,t,t,t
1.00,0.97,West Town,0.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
0.70,0.95,North Center,0.00,t,f,f
0.90,1.00,Bucktown,0.00,f,f,f
1.00,0.07,Near North,6.00,t,t,f
1.00,0.07,Near North,6.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.92,Woodlawn,0.00,t,t,f
1.00,1.00,West Town,0.00,t,t,f
1.00,0.06,River North,28.00,t,t,t
1.00,0.53,Loop,97.00,t,t,t
1.00,0.53,Loop,97.00,t,t,t
1.00,0.00,Washington Park,1.00,t,t,f
N/A,1.00,Wicker Park,1.00,t,t,t
0.50,0.25,Lakeview,1.00,t,t,f
1.00,1.00,Lakeview,1.00,t,t,t
N/A,N/A,,1.00,t,t,f
N/A,N/A,Loop,1.00,t,t,f
1.00,0.98,Edgewater,52.00,t,t,t
0.71,0.99,Portage Park,2.00,t,t,f
1.00,1.00,Lakeview,2.00,t,t,f
1.00,0.91,River West,24.00,t,t,t
1.00,0.98,West Town/Noble Square,2.00,t,t,t
1.00,0.98,Wicker Park,2.00,t,t,t
N/A,N/A,Lincoln Park,1.00,t,f,f
1.00,1.00,Bronzeville,2.00,t,t,f
0.90,0.93,Logan Square,2.00,t,t,t
N/A,N/A,Rogers Park,0.00,t,f,f
N/A,N/A,River North,0.00,t,t,f
1.00,0.92,Logan Square,0.00,t,f,t
1.00,1.00,Old Town,0.00,t,t,f
1.00,1.00,,2.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.88,Dunning,0.00,t,f,t
1.00,0.98,Wicker Park,5.00,t,t,f
0.70,0.17,Bronzeville,2.00,t,t,f
1.00,1.00,Pilsen,3.00,t,t,t
1.00,0.97,Old Town,2.00,t,t,t
1.00,0.98,Uptown,1.00,t,t,t
1.00,0.98,Edgewater,52.00,t,t,t
1.00,0.48,Garfield Park,0.00,t,f,f
1.00,1.00,Little Italy,25.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,1.00,Logan Square,1.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
N/A,N/A,Lincoln Park,1.00,t,t,t
1.00,1.00,Logan Square,294.00,t,t,f
1.00,0.06,River North,28.00,t,t,t
1.00,0.82,Ukrainian Village,1.00,t,t,t
1.00,1.00,Jefferson Park,3.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.63,Douglas,3.00,t,t,f
0.75,1.00,Hermosa,1.00,t,t,f
N/A,N/A,West Loop/Greektown,1.00,t,t,f
1.00,0.97,,1.00,t,t,t
1.00,0.96,Logan Square,2.00,t,t,t
0.90,0.97,Woodlawn,1.00,t,t,t
N/A,N/A,,2.00,t,t,t
1.00,0.98,Uptown,1.00,t,t,t
1.00,0.96,Little Italy/UIC,1.00,t,t,t
1.00,0.97,Logan Square,2.00,t,t,t
1.00,0.96,Lincoln Park,0.00,t,t,t
1.00,0.96,Rogers Park,1.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
N/A,N/A,Lakeview,0.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
1.00,0.98,Logan Square,1.00,t,t,t
0.83,0.39,River North,10.00,t,f,t
0.83,0.38,River North,35.00,t,f,f
0.83,0.38,River North,35.00,t,f,f
N/A,N/A,,1.00,t,t,f
N/A,N/A,Loop,1.00,f,t,f
1.00,0.90,Wicker Park,11.00,t,t,t
1.00,0.07,Near North,6.00,t,t,f
1.00,0.89,Old Town,15.00,t,t,t
N/A,0.43,Gold Coast,2.00,t,t,f
1.00,0.00,Kenwood,2.00,t,t,f
1.00,0.00,,15.00,t,t,t
0.75,0.93,,1.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.06,River North,28.00,t,t,t
1.00,0.06,River North,28.00,t,t,t
1.00,0.06,River North,28.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.86,North Center,4.00,t,t,t
1.00,0.79,Beverly Heights,71.00,t,t,f
0.80,1.00,Chicago Loop,0.00,t,f,f
N/A,1.00,Lincoln Park,0.00,t,f,f
0.99,0.81,Lake View East,40.00,t,t,f
0.82,0.75,Englewood,7.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
0.99,0.80,Lakeview,89.00,t,t,f
1.00,0.92,West Ridge,16.00,t,t,f
1.00,0.99,Bucktown,5.00,t,t,t
1.00,0.47,Humboldt Park,2.00,t,f,f
1.00,0.98,West Loop/Greektown,0.00,t,t,t
1.00,0.87,West Town/Noble Square,1.00,t,f,t
1.00,0.97,,3.00,t,f,t
1.00,0.97,,3.00,t,f,t
1.00,0.99,Austin,1.00,t,t,t
N/A,N/A,,3.00,t,t,f
0.86,0.97,Old Naples,7.00,t,f,t
N/A,N/A,Logan Square,1.00,t,t,t
1.00,0.88,Humboldt Park,1.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
0.99,0.76,Hyde Park,24.00,t,t,f
1.00,0.99,Bucktown,5.00,t,t,t
1.00,0.99,Pilsen,0.00,t,t,f
1.00,0.81,Lake View East,95.00,t,t,f
1.00,1.00,Near North Side,1.00,t,f,f
1.00,0.84,Lincoln Park,8.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
N/A,N/A,Gold Coast,1.00,t,t,f
1.00,1.00,Avondale,1.00,t,t,t
1.00,0.98,Lincoln Square,1.00,t,t,t
N/A,N/A,Lakeview,1.00,t,f,f
1.00,0.98,Beverly,1.00,t,t,t
1.00,0.06,River North,28.00,t,t,t
1.00,0.95,Lakeview,0.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.79,Beverly Heights,71.00,t,t,f
1.00,0.98,Humboldt Park,2.00,t,t,t
0.95,0.99,Little India,4.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
0.13,0.12,Logan Square,0.00,t,f,f
0.86,0.95,West Loop/Greektown,2.00,t,t,t
N/A,0.75,Lakeview,1.00,t,t,t
1.00,0.98,West Town/Noble Square,2.00,t,t,t
1.00,0.95,Roscoe Village,0.00,t,t,t
0.89,0.76,Lakeview,4.00,t,t,t
1.00,0.98,Ukrainian Village,2.00,t,f,t
N/A,N/A,Lincoln Park,1.00,t,t,t
N/A,0.50,Lakeview,1.00,t,t,t
N/A,N/A,,1.00,t,f,f
N/A,N/A,Uptown,17.00,t,t,f
1.00,1.00,Roscoe Village,2.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,1.00,Pulaski Park,0.00,t,t,f
1.00,0.98,Logan Square,1.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
0.99,0.81,Lake View East,40.00,t,t,f
1.00,0.81,Lake View East,95.00,t,t,f
1.00,1.00,Little Italy,25.00,t,t,f
1.00,0.79,Beverly Heights,71.00,t,t,f
N/A,N/A,Sheridan Park,14.00,t,f,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,1.00,West Loop,0.00,t,t,f
1.00,0.94,West Ridge,1.00,t,t,f
1.00,0.98,Pilsen,3.00,t,t,t
1.00,1.00,Irving Park,1.00,t,t,t
N/A,N/A,,1.00,t,t,f
0.86,0.95,West Loop/Greektown,2.00,t,t,t
N/A,N/A,Avondale,1.00,t,t,t
1.00,0.94,South Shore,3.00,t,t,f
1.00,1.00,Loop,2.00,t,t,t
1.00,1.00,Rogers Park,0.00,t,f,t
1.00,0.92,Old Town,1.00,t,t,t
1.00,0.93,Humboldt Park,2.00,t,f,t
0.63,0.70,Lincoln Park,4.00,t,f,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.79,Beverly Heights,71.00,t,t,f
1.00,0.99,Lake View East,6.00,t,t,f
1.00,0.96,Magnolia Glen,4.00,t,t,f
1.00,0.79,Beverly Heights,71.00,t,t,f
1.00,0.79,Beverly Heights,71.00,t,t,f
N/A,N/A,Avondale,1.00,t,t,f
1.00,1.00,Rogers Park,1.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
1.00,0.25,Lincoln Square,1.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
1.00,N/A,Bucktown,1.00,t,t,t
1.00,0.00,,1.00,t,t,f
1.00,N/A,Lincoln Square,1.00,t,t,f
0.71,0.00,South Deering,1.00,t,t,f
1.00,1.00,Bucktown,1.00,t,t,f
1.00,0.98,Humboldt Park,2.00,t,t,t
N/A,N/A,Little Italy/UIC,1.00,t,f,f
N/A,N/A,Lakeview,1.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
0.80,0.86,Near North Side,3.00,t,t,f
N/A,N/A,South Loop/Printers Row,4.00,t,t,f
0.83,0.39,River North,10.00,t,f,t
1.00,0.53,Loop,97.00,t,t,t
1.00,0.53,Loop,97.00,t,t,t
1.00,0.53,Loop,97.00,t,t,t
N/A,N/A,Kenwood,1.00,t,f,f
0.83,0.38,River North,35.00,t,f,f
0.90,0.00,River North,5.00,t,f,f
1.00,1.00,Logan Square,1.00,t,t,t
1.00,1.00,Lakeview,2.00,t,t,f
1.00,1.00,Irving Park,3.00,t,t,f
N/A,N/A,Lincoln Park,1.00,t,f,f
N/A,N/A,,1.00,t,t,f
1.00,0.93,Bridgeport,4.00,t,t,f
N/A,N/A,,1.00,t,t,f
1.00,1.00,Hyde Park,5.00,t,t,t
1.00,1.00,Hyde Park,5.00,t,t,t
1.00,1.00,Hyde Park,5.00,t,t,t
1.00,1.00,Hyde Park,5.00,t,t,t
N/A,N/A,Lakeview,1.00,t,f,f
1.00,0.97,Uptown,1.00,t,f,t
N/A,N/A,River North,1.00,t,f,f
0.90,0.69,Old Town,2.00,t,t,f
1.00,0.98,Ukrainian Village,2.00,t,f,t
N/A,N/A,South Loop/Printers Row,1.00,t,f,f
N/A,N/A,River North,2.00,t,f,f
1.00,0.99,Lakeview,2.00,t,t,t
N/A,N/A,Avondale,1.00,t,t,f
1.00,0.91,Avondale,1.00,t,f,t
1.00,1.00,North Lawndale,2.00,t,t,f
1.00,0.89,River North,2.00,t,t,f
N/A,N/A,,1.00,t,t,f
N/A,N/A,Lincoln Park,1.00,t,f,f
1.00,0.98,Edgewater,52.00,t,t,t
0.94,0.95,Old Town,6.00,t,t,f
N/A,N/A,,1.00,t,f,f
N/A,1.00,South Loop/Printers Row,2.00,t,f,f
1.00,0.50,Kenwood,1.00,t,f,f
1.00,0.53,Loop,97.00,t,t,t
1.00,0.91,Bronzeville,2.00,t,t,t
N/A,1.00,Humboldt Park,0.00,t,t,f
0.22,0.50,River North,0.00,t,f,f
0.03,0.94,Edgewater,18.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
1.00,0.06,River North,28.00,t,t,t
1.00,0.70,Edgewater,6.00,t,t,f
1.00,0.95,Lincoln Square,1.00,t,f,t
N/A,N/A,River North,1.00,t,t,f
N/A,N/A,Hyde Park,0.00,t,f,f
1.00,1.00,,2.00,t,t,f
N/A,N/A,Bronzeville,0.00,t,t,t
N/A,N/A,Humboldt Park,1.00,t,f,f
1.00,0.00,Grand Crossing,4.00,t,t,f
0.00,0.00,Near South Side,0.00,t,f,f
N/A,N/A,Brighton Park,1.00,t,t,f
1.00,0.91,River West,24.00,t,t,t
1.00,0.86,Azalea Homes,4.00,t,t,f
1.00,1.00,Avondale,0.00,t,f,f
1.00,0.98,Irving Park,7.00,t,t,f
N/A,1.00,Douglas,1.00,t,t,f
1.00,0.97,Little Italy/UIC,4.00,t,t,t
1.00,0.33,Logan Square,0.00,t,t,f
0.96,1.00,Lake View East,3.00,t,f,f
1.00,0.98,Avondale,1.00,t,t,t
1.00,0.88,Kenwood,0.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.87,Lake View East,0.00,t,t,f
1.00,1.00,Bridgeport,1.00,t,f,f
1.00,0.94,Sheffield & DePaul,1.00,t,t,t
N/A,N/A,Sheridan Park,14.00,t,f,f
1.00,0.98,Irving Park,7.00,t,t,f
N/A,N/A,Lower West Side,25.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
0.00,N/A,Lake View East,1.00,t,t,f
N/A,N/A,Logan Square,1.00,t,t,f
0.94,1.00,Tri-Taylor,0.00,t,t,f
1.00,0.92,River North,35.00,t,t,f
1.00,1.00,Lincoln Square,1.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.00,Lake View East,1.00,t,t,f
0.80,0.23,Lakeview,3.00,t,t,f
1.00,0.99,Bucktown,5.00,t,t,t
1.00,0.97,Ukrainian Village,3.00,t,t,f
1.00,0.00,Uptown,2.00,t,t,t
1.00,0.98,Wicker Park,3.00,t,t,t
1.00,0.99,Avondale,2.00,t,t,f
1.00,1.00,,1.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.98,0.99,River North,3.00,t,t,f
N/A,N/A,Little Italy/UIC,1.00,t,f,t
1.00,0.83,Woodlawn,2.00,t,t,f
1.00,0.80,Portage Park,27.00,t,t,f
0.00,0.01,Loop,4.00,t,f,f
0.92,0.97,Wicker Park,1.00,t,t,t
N/A,N/A,West Loop/Greektown,1.00,t,f,f
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.91,0.98,Lincoln Park,17.00,t,t,f
N/A,1.00,Edgewater,1.00,t,t,t
0.94,0.95,Old Town,6.00,t,t,f
1.00,0.94,Andersonville,1.00,t,t,t
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.90,0.36,Roscoe Village,3.00,t,t,t
1.00,0.07,Near North,6.00,t,t,f
1.00,0.00,Little Italy/UIC,1.00,t,t,f
1.00,0.97,Humboldt Park,2.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
0.99,0.81,Lake View East,40.00,t,t,f
1.00,1.00,Lake View East,1.00,t,t,t
1.00,0.79,Beverly Heights,71.00,t,t,f
1.00,0.79,Beverly Heights,71.00,t,t,f
N/A,N/A,Uptown,17.00,t,t,f
1.00,0.79,Beverly Heights,71.00,t,t,f
1.00,1.00,River North,5.00,t,t,f
1.00,0.93,Logan Square,3.00,t,t,f
1.00,1.00,Near West Side,1.00,t,f,t
1.00,1.00,Avondale,0.00,t,t,f
1.00,1.00,Logan Square,0.00,t,t,f
1.00,0.92,Wrigleyville,2.00,t,t,t
1.00,1.00,West Ridge,0.00,t,f,t
1.00,1.00,Financial District,1.00,t,f,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.86,Washington Park,1.00,t,t,t
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.98,West Loop/Greektown,6.00,t,t,t
1.00,0.81,Lake View East,95.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
0.94,1.00,Lake View East,3.00,t,t,f
0.93,0.98,Wrigleyville,5.00,t,t,f
1.00,0.97,Lincoln Park,2.00,t,t,t
1.00,0.93,Near West Side,4.00,t,t,f
1.00,0.89,Rogers Park,0.00,t,t,t
N/A,1.00,Avondale,1.00,t,t,t
1.00,1.00,,2.00,t,t,t
1.00,1.00,,1.00,t,f,f
1.00,0.90,Wicker Park,11.00,t,t,t
N/A,N/A,Uptown,17.00,t,t,f
1.00,0.99,Bucktown,0.00,t,t,t
N/A,0.00,,2.00,t,t,f
1.00,0.92,Near West Side,3.00,t,t,f
1.00,1.00,North Center,2.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.91,River West,24.00,t,t,t
1.00,0.93,Grand Crossing,1.00,t,f,f
0.94,1.00,Lake View East,3.00,t,t,f
N/A,N/A,Sheridan Park,14.00,t,f,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.81,Eisenhower West,290.00,t,t,f
N/A,N/A,Bridgeport,2.00,t,t,t
1.00,1.00,Lincoln Park,1.00,t,t,t
1.00,0.96,Bronzeville,0.00,t,t,f
1.00,0.98,Avondale,1.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
0.98,0.99,Uptown,7.00,t,t,f
0.91,0.99,Financial District,127.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
0.99,0.81,Lake View East,40.00,t,t,f
1.00,0.81,Lake View East,95.00,t,t,f
1.00,0.94,Logan Square,0.00,t,t,t
1.00,0.96,Lincoln Park,0.00,t,t,f
1.00,0.96,Near West Side,3.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.81,Eisenhower West,290.00,t,t,f
0.99,0.74,Shaw,68.00,t,f,f
1.00,0.81,Lake View East,95.00,t,t,f
1.00,0.79,Beverly Heights,71.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
0.83,0.39,River North,10.00,t,f,t
1.00,0.53,Loop,97.00,t,t,t
1.00,0.91,Boystown,1.00,t,t,f
1.00,1.00,,1.00,t,f,t
1.00,0.96,Wrigleyville,1.00,t,t,t
1.00,0.90,Lakeview,1.00,t,t,f
1.00,0.86,Garfield Park,4.00,t,t,f
1.00,0.98,Dunning,4.00,t,t,t
N/A,N/A,Lincoln Park,1.00,t,t,f
0.75,0.63,Calumet Heights,2.00,t,t,f
1.00,0.98,West Loop/Greektown,6.00,t,t,t
0.87,0.46,Bronzeville,1.00,t,t,f
1.00,1.00,Wicker Park,4.00,t,t,f
0.90,0.36,Roscoe Village,3.00,t,t,t
1.00,0.99,Wicker Park,2.00,t,t,f
N/A,N/A,Lincoln Square,1.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
0.75,0.63,Calumet Heights,2.00,t,t,f
1.00,0.97,Shafter,2.00,t,t,t
1.00,0.96,West Town,1.00,t,t,t
1.00,0.96,Jefferson Park,0.00,t,f,t
1.00,1.00,Old Irving Park,0.00,t,t,f
0.90,0.69,Old Town,2.00,t,t,f
1.00,0.95,Humboldt Park,2.00,t,t,t
1.00,0.81,Eisenhower West,290.00,t,t,f
1.00,1.00,,0.00,t,t,f
1.00,1.00,Near West Side,1.00,t,t,f
0.81,0.99,Logan Square,2.00,t,t,t
0.88,0.75,Hyde Park,3.00,t,t,f
1.00,1.00,West Loop/Greektown,1.00,t,t,t
1.00,0.88,Lincoln Square,0.00,t,t,f
0.81,0.99,Logan Square,2.00,t,t,t
1.00,0.93,Logan Square,3.00,t,t,f
1.00,1.00,Lincoln Square,1.00,t,t,f
1.00,0.80,Portage Park,27.00,t,t,f
0.99,0.80,Lakeview,89.00,t,t,f
0.99,0.81,Lake View East,40.00,t,t,f
1.00,0.81,Eisenhower West,290.00,t,t,f
1.00,0.92,Old Town,10.00,t,t,t
1.00,0.83,Humboldt Park,1.00,t,t,t
1.00,0.50,Roscoe Village,1.00,t,t,t
N/A,N/A,,2.00,t,f,t
1.00,0.99,Albany Park,4.00,t,t,t
0.88,1.00,Irving Park,3.00,t,t,f
1.00,1.00,South Shore,1.00,t,f,f
1.00,0.93,Lakeview,7.00,t,t,t
1.00,0.99,Wicker Park,4.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
0.97,0.99,Ravenswood,4.00,t,t,t
1.00,1.00,Pulaski Park,1.00,t,t,f
1.00,1.00,Lincoln Park,1.00,t,t,f
0.90,0.97,Lakeview,1.00,t,t,f
1.00,0.96,West Town/Noble Square,3.00,t,t,f
1.00,1.00,Humboldt Park,1.00,t,t,f
N/A,N/A,Logan Square,1.00,t,t,f
1.00,0.92,Near West Side,3.00,t,t,f
1.00,1.00,Little Italy,25.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.81,Eisenhower West,290.00,t,t,f
1.00,1.00,Humboldt Park,1.00,t,f,t
1.00,1.00,Bronzeville,2.00,t,t,f
N/A,N/A,,1.00,t,f,t
1.00,0.99,Cambridge,1683.00,t,t,f
N/A,0.64,South Shore,0.00,t,t,f
1.00,0.81,Lake View East,95.00,t,t,f
0.99,0.80,Lakeview,89.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
1.00,0.53,Loop,97.00,t,t,t
0.80,0.67,Lincoln Park,1.00,t,t,f
1.00,0.53,Loop,97.00,t,t,t
N/A,N/A,Irving Park,1.00,t,t,t
1.00,0.53,Loop,97.00,t,t,t
0.83,0.38,River North,35.00,t,f,f
1.00,0.53,Loop,97.00,t,t,t
1.00,0.96,Wrigleyville,1.00,t,t,t
1.00,0.91,Lincoln Square,1.00,t,f,t
1.00,0.53,Loop,97.00,t,t,t
N/A,N/A,Avondale,2.00,t,t,f
1.00,0.94,Galewood,2.00,t,t,t
N/A,N/A,Logan Square,1.00,t,f,f
N/A,N/A,Edgewater,1.00,t,t,f
1.00,0.98,Edgewater,52.00,t,t,t
1.00,0.92,Humboldt Park,0.00,t,t,t
1.00,0.83,Boystown,1.00,t,t,f
1.00,0.98,West Loop/Greektown,6.00,t,t,t
N/A,N/A,Lakeview,1.00,t,t,f
0.98,0.99,River North,3.00,t,t,f
N/A,N/A,North Park,1.00,t,t,f
1.00,0.93,Logan Square,3.00,t,t,f
1.00,0.00,South Shore,1.00,t,f,t
1.00,1.00,,1.00,t,f,f
1.00,0.53,Loop,97.00,t,t,t
0.83,0.38,River North,35.00,t,f,f
1.00,0.53,Loop,97.00,t,t,t
0.83,0.38,River North,35.00,t,f,f
1.00,0.53,Loop,97.00,t,t,t
1.00,0.53,Loop,97.00,t,t,t
1.00,0.53,Loop,97.00,t,t,t
1.00,0.86,Near West Side,1.00,t,t,t
1.00,0.53,Loop,97.00,t,t,t
N/A,N/A,Avondale,3.00,t,t,f
0.83,0.39,River North,10.00,t,f,t
1.00,1.00,Lincoln Park,4.00,t,f,t
1.00,0.99,Cambridge,1683.00,t,t,f
0.76,0.27,Streeterville,15.00,t,f,t
0.76,0.27,Streeterville,15.00,t,f,t
0.83,0.38,River North,35.00,t,f,f
N/A,N/A,Wicker Park,1.00,t,t,f
0.76,0.27,Streeterville,15.00,t,f,t
1.00,0.99,Cambridge,1683.00,t,t,f
0.90,0.96,Irving Woods,0.00,t,t,t
1.00,0.81,Eisenhower West,290.00,t,t,f
0.99,0.74,Shaw,68.00,t,f,f
0.99,0.74,Shaw,68.00,t,f,f
1.00,1.00,Grand Crossing,1.00,t,f,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.98,,3.00,t,t,t
1.00,0.53,Loop,97.00,t,t,t
1.00,0.53,Loop,97.00,t,t,t
1.00,0.53,Loop,97.00,t,t,t
1.00,0.53,Loop,97.00,t,t,t
1.00,1.00,Bucktown,0.00,t,t,f
0.95,0.90,Lakeview,7.00,t,f,f
0.99,0.75,,2.00,t,t,f
1.00,0.81,Eisenhower West,290.00,t,t,f
1.00,0.98,Armour Square,6.00,t,t,f
1.00,1.00,South Side,2.00,t,f,f
1.00,0.81,Eisenhower West,290.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,1.00,Galewood,1.00,t,t,t
1.00,1.00,Austin,1.00,t,t,f
1.00,0.97,West Loop/Greektown,1.00,t,t,t
1.00,0.95,Lakeview,1.00,t,t,t
0.92,0.92,Logan Square,2.00,t,t,f
1.00,0.98,Irving Park,2.00,t,f,t
N/A,N/A,West Loop/Greektown,1.00,t,f,f
1.00,0.92,North Center,2.00,t,t,t
N/A,N/A,,0.00,t,t,t
1.00,1.00,Bronzeville,6.00,t,t,f
0.80,0.81,Old Town,2.00,t,t,t
1.00,1.00,Avondale,5.00,t,t,t
1.00,0.97,Avondale,3.00,t,t,t
1.00,0.90,Wicker Park,11.00,t,t,t
1.00,0.90,Wicker Park,11.00,t,t,t
1.00,0.98,Edgewater,52.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
0.95,0.91,Bucktown,70.00,t,t,f
1.00,0.81,Eisenhower West,290.00,t,t,f
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.89,Irving Park,1.00,t,t,t
0.98,0.99,River North,3.00,t,t,f
0.98,0.99,River North,3.00,t,t,f
0.98,0.99,River North,3.00,t,t,f
0.80,0.84,Bronzeville,0.00,t,t,f
N/A,N/A,,1.00,t,f,f
1.00,1.00,Roscoe Village,2.00,t,t,f
0.90,1.00,Washington Park,0.00,t,t,f
0.70,1.00,Chicago Loop,2.00,t,t,f
N/A,N/A,West Town,1.00,t,f,f
0.90,0.56,Wicker Park,0.00,t,t,t
1.00,0.88,Roscoe Village,1.00,t,t,t
0.88,1.00,,1.00,t,t,f
N/A,N/A,Brighton Park,4.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
0.97,0.58,Streeterville,7.00,t,t,f
1.00,0.96,Lower West Side,1.00,t,t,t
N/A,N/A,,1.00,f,t,f
1.00,0.91,Logan Square,0.00,t,t,t
0.99,0.81,Lake View East,40.00,t,t,f
0.99,0.80,Lakeview,89.00,t,t,f
0.95,0.99,Little India,4.00,t,t,t
1.00,1.00,Jefferson Park,1.00,t,t,f
1.00,1.00,Avondale,1.00,t,t,t
1.00,0.71,,1.00,t,t,t
1.00,1.00,Norwood Park,3.00,t,t,t
1.00,1.00,Wicker Park,0.00,t,t,f
1.00,0.96,West Town/Noble Square,1.00,t,t,t
1.00,0.88,Humboldt Park,2.00,t,t,t
1.00,0.99,Cambridge,1683.00,t,t,f
1.00,0.96,Jefferson Park,0.00,t,f,t
1.00,0.99,Cambridge,1683.00,t,t,f
0.95,0.96,Lincoln Square,9.00,t,t,f
